Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0356,KEY-0381,Non-Compliance with Data Protection Regulations,1,DDOS,Medium,In Progress,Reporter 9,Assignee 14,2023-04-29,2024-08-21 00:00:00.000000,217.04745538049065,94.11059533146806,Low,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,1731962.1293551684,KRI,User_48,2023-10-25 09:38:00,data_modification,CN,IN,1155.2869383594427,29.07955797011503,-0.022630833371087178,4070.120096144976,61.93285072519585,3372.406284281441,24.209852819998385,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0685,KEY-0623,Increased Exposure due to Insufficient Data Encryption,1,System Vulnerability,Medium,In Progress,Reporter 8,Assignee 6,2024-07-29,2024-02-23 00:00:00.000000,302.9926735085131,39.18606314444618,Medium,HR,Steps to resolve Insufficient Access Control Measures,1939364.272918966,KRI,User_24,2024-11-30 01:01:00,login,CANADA,AU,2387.6997009994802,27.740646201681127,13.912788591152438,1830.0048791499653,35.45995042832237,6631.125155447664,11.69257743569895,Anomalous,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0904,KEY-0014,Increased Exposure due to Insufficient Data Encryption,1,Access Control,Medium,In Progress,Reporter 4,Assignee 20,2025-01-26,2024-12-12 00:00:00.000000,231.318363869908,37.791710847684016,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1818172.5358152122,KRI,User_15,2024-02-19 08:09:00,file_access,AU,UK,1433.9606527136123,29.812033653418894,9.568186684955005,2724.896832666994,32.72061808943596,4870.414144198619,12.191362362934345,Anomalous,Routine Monitoring | Limit Data Transfer,Orange,Synthetic
ISSUE-0733,KEY-0504,Unauthorized Access Leading to Data Exposure,1,DDOS,Low,Open,Reporter 2,Assignee 8,2025-01-09,2023-10-13 00:00:00.000000,415.36341132778557,25.576393850874883,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2117606.1877622562,KRI,User_64,2024-11-26 14:31:00,data_modification,USA,JP,1937.7380873229658,28.321547503064963,23.191477387186225,1035.8685503301854,29.162105624714403,2993.30486753447,10.664507440589569,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0631,KEY-0231,Missing or Inaccurate Asset Records,1,Phishing Attack,Critical,Closed,Reporter 8,Assignee 1,2024-02-26,2024-10-08 00:00:00.000000,387.80777824078723,48.30468357106525,Medium,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,1679501.8959374055,KPI,User_30,2024-11-24 17:02:00,login,DE,UK,702.8906395081311,33.357655449974374,13.132575306623274,3955.147488527464,61.97928595636806,6234.178473070806,14.566024801384996,Anomalous,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0309,KEY-0985,Detected Malware Infiltration in Internal Systems,1,System Vulnerability,Low,In Progress,Reporter 7,Assignee 20,2024-04-03,2024-03-16 00:00:00.000000,-0.15105550471179185,63.344779071454944,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2889667.9388694,KRI,User_54,2023-10-01 21:13:00,data_modification,UK,Unknown,1971.7785819132728,31.581639980799913,9.792203264846698,874.7879898753931,46.68032086480401,5575.897403213046,18.202644459035387,Anomalous,Schedule Investigation | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0695,KEY-0084,Successful Phishing Attempt Targeting Executives,1,Vulnerability Remediation,High,Open,Reporter 4,Assignee 11,2023-10-25,2024-01-23 00:00:00.000000,-242.34744332765,91.77930657027194,Medium,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1340157.6458490468,KRI,User_4,2024-11-14 11:56:00,data_modification,EU,Unknown,1064.575502773843,24.114659284595366,3.3207873893066147,5290.312102917413,50.350885317199925,3603.468663411829,21.505240059479075,Anomalous,Schedule Investigation | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0288,KEY-0130,Weak Authentication Protocols,1,Unauthorized Access,High,Closed,Reporter 6,Assignee 8,2024-07-18,2023-06-27 00:00:00.000000,121.93920629893158,94.22863324460423,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1280965.404133386,KPI,User_27,2023-09-08 06:59:00,data_modification,UK,UK,514.8089020089116,26.004581995916304,11.09481966577224,-3915.815133615847,49.38946300995428,5249.411869979542,23.649889068168285,Anomalous,Schedule Investigation | Limit Data Transfer,Red,Synthetic
ISSUE-0307,KEY-0743,Weak Authentication Protocols,1,Malware,Low,In Progress,Reporter 4,Assignee 18,2024-09-01,2024-01-12 00:00:00.000000,708.57123820746,78.13490138825608,High,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1292381.3247827217,KPI,User_12,2024-01-09 12:05:00,login,AU,AU,683.0490059153724,33.53764883326075,12.6422581750189,3568.9550975366064,49.1398288061758,5834.7546194494535,20.379511342777374,Anomalous,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Red,Synthetic
ISSUE-0812,KEY-0838,Access by Unauthorized Personnel Detected,1,System Vulnerability,Low,Resolved,Reporter 6,Assignee 18,2023-12-04,2025-01-26 00:00:00.000000,58.06597764649189,36.55185588200655,High,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,1419784.0560468088,KRI,User_83,2024-02-21 12:07:00,login,UK,JP,999.3310539932156,24.998555093257963,13.184754197478973,2507.5879458611125,76.26891744636401,1740.1052096135782,12.210153230923538,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0594,KEY-0145,Weak Cloud Storage Access Controls,1,Risk Management Maturity,Medium,Closed,Reporter 3,Assignee 9,2024-06-10,2024-10-14 00:00:00.000000,546.6923629584661,-4.927915370936056,Medium,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1184084.643454618,KPI,User_4,2023-04-08 06:40:00,data_modification,JP,IN,1056.8735566418593,23.158331722541103,7.905414427197824,318.68218971338047,81.23020474850973,6845.948973138758,4.039455772135913,Anomalous,No Action Needed | Limit Data Transfer,Green,Synthetic
ISSUE-0966,KEY-0891,Increased Exposure due to Insufficient Data Encryption,1,Control Effectiveness,Low,In Progress,Reporter 1,Assignee 13,2025-01-29,2023-04-05 00:00:00.000000,405.880446086486,20.202918144432658,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1052592.4934224219,KPI,User_43,2024-12-14 18:44:00,file_access,UK,DE,1481.8779738089859,23.672234026916037,16.473629786248694,2292.1544009763384,44.62238702957673,6492.985109934074,8.573571176364936,Anomalous,Log Activity for Reference | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0914,KEY-0857,Weak Cloud Storage Access Controls,1,Procurement Security,Medium,Closed,Reporter 5,Assignee 11,2025-01-26,2023-10-14 00:00:00.000000,115.17764679709377,80.93595800833536,Low,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,647926.5560667352,KRI,User_45,2023-07-13 13:46:00,file_access,IN,FR,1541.9136963452847,28.341072529859797,10.68168168658058,3876.7032971039134,28.403875223667004,6757.402058805583,20.523532572617764,Anomalous,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Green,Synthetic
ISSUE-0723,KEY-0028,Access by Unauthorized Personnel Detected,1,Management Oversight,High,Closed,Reporter 4,Assignee 6,2024-02-22,2023-07-30 00:00:00.000000,71.74377464249054,78.19639369836689,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,931334.8123240866,KPI,User_100,2023-09-04 19:45:00,login,CN,Unknown,555.3363097567864,22.48550405118406,16.111672504589365,-466.1006719720058,81.1306331295387,2578.7979936413226,21.073208216602712,Anomalous,Alert Security Team & Review Logs | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0662,KEY-0066,Unresolved Vulnerabilities from Latest Penetration Test,1,Phishing Attack,Medium,Closed,Reporter 10,Assignee 17,2025-01-16,2024-01-29 00:00:00.000000,268.7628783922043,47.62049891560678,High,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1045438.370954139,KPI,User_82,2024-04-03 07:30:00,login,DE,EU,1441.6626237838277,26.774175548631472,18.739282392177202,3272.7766204243817,53.26459802945821,4966.969585698865,13.888614792610447,Anomalous,Increase Monitoring & Investigate | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0549,KEY-0163,Weak Cloud Storage Access Controls,1,System Vulnerability,Low,Closed,Reporter 7,Assignee 5,2024-07-01,2023-06-13 00:00:00.000000,294.7507537990866,5.386504058268763,High,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,412236.8463077934,KRI,User_39,2023-06-10 20:06:00,login,Unknown,AU,1595.4622093031726,27.310619106743854,11.17359884193057,3183.7629234946103,56.95679323422609,4693.30880622242,4.529870026180831,Anomalous,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0352,KEY-0229,Incomplete Risk Management Framework,1,Network Security,High,Closed,Reporter 8,Assignee 6,2024-08-04,2023-02-28 00:00:00.000000,264.68893715434643,24.601976434515283,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,1758771.327057446,KRI,User_43,2024-07-01 04:51:00,login,UK,FR,428.948859659263,29.600114435704462,15.175107689899953,4264.730797540416,66.79977355124178,7921.222904119833,10.256282377364311,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Red,Synthetic
ISSUE-0312,KEY-0261,Supplier Security Compliance Gaps,1,Risk Management Maturity,Critical,Closed,Reporter 7,Assignee 9,2023-01-29,2024-02-29 00:00:00.000000,-282.1974000735166,18.526205447840272,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,943478.3398642935,KPI,User_30,2023-05-17 15:45:00,login,FR,IN,1284.4979947318743,28.29298819882591,8.339096481460842,3855.9164568373944,36.96875986924818,4596.004238343338,6.544432239226719,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0873,KEY-0449,Missing or Inaccurate Asset Records,1,Procurement Security,Medium,In Progress,Reporter 9,Assignee 1,2024-06-23,2024-05-17 00:00:00.000000,-35.798560841439325,15.834824265213491,Low,Legal,Steps to resolve Insufficient Access Control Measures,686088.1866744909,KPI,User_1,2024-02-06 23:51:00,file_access,Unknown,CN,1771.3982076745538,24.42041187698965,27.47775185539826,3972.6351432660163,54.806263380369224,4235.543100723213,7.867716004743459,Anomalous,No Action Needed | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0059,KEY-0424,Missing or Inaccurate Asset Records,1,Cloud Security Posture,High,Resolved,Reporter 5,Assignee 14,2023-12-12,2024-11-17 00:00:00.000000,57.53544380583912,54.02666690003619,Low,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,3403705.595143138,KRI,User_96,2024-02-04 03:28:00,login,CN,USA,1274.3981043170222,30.377769366332387,8.785007285235503,3607.9784386232395,78.9104956476431,4631.291498923709,16.92122662307751,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0643,KEY-0460,Insufficient Access Control Measures,1,Legal Compliance,Medium,Open,Reporter 9,Assignee 8,2024-06-16,2025-01-05 00:00:00.000000,402.14270596673737,35.016251003772155,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,1941426.9850153145,KPI,User_6,2023-06-22 15:53:00,data_modification,CN,DE,1743.9484420422991,28.785382277973056,3.48405905312098,1525.1310694376118,45.24800563120992,5378.270320037182,11.823995769321666,Anomalous,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0924,KEY-0952,Sensitive Data Leak via Misconfigured Cloud Storage,1,Asset Inventory Accuracy,High,Closed,Reporter 3,Assignee 12,2024-07-06,2023-10-22 00:00:00.000000,259.81696299794874,15.29266414667945,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1732181.5628615033,KPI,User_93,2025-01-22 00:04:00,data_modification,UK,Unknown,1568.3878895921123,28.589997894126714,18.611593426967964,5430.50068346314,58.120325900889945,5382.245895310809,6.239487804504982,Anomalous,Routine Monitoring | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0714,KEY-0676,Incomplete Risk Management Framework,1,Procurement Security,High,Open,Reporter 5,Assignee 20,2024-03-14,2024-01-03 00:00:00.000000,327.4600948399269,55.380049852520585,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1674120.5063053586,KPI,User_7,2024-04-14 11:45:00,file_access,CN,DE,630.6129545405956,23.94209278448661,18.631252454583848,2980.225650639168,62.140014812706276,5577.1605439514005,15.503880724940473,Anomalous,Increase Monitoring & Investigate | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0755,KEY-0301,Sensitive Data Leak via Misconfigured Cloud Storage,1,DDOS,Medium,In Progress,Reporter 5,Assignee 11,2023-06-05,2023-04-17 00:00:00.000000,464.0435868309374,36.02603915466299,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,1536426.4866256996,KRI,User_42,2023-09-27 18:57:00,data_modification,Unknown,FR,1022.7442139276745,25.741476336471468,10.697104765731261,3845.2129265634976,41.79286203846786,7286.740904110711,10.87335519262352,Anomalous,Schedule Investigation | Limit Data Transfer,Green,Synthetic
ISSUE-0035,KEY-0919,Non-Compliance with Data Protection Regulations,1,Vulnerability Remediation,Critical,Closed,Reporter 9,Assignee 20,2025-01-09,2023-12-06 00:00:00.000000,161.92434702518705,39.00994615502066,Medium,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,2552790.1511651906,KPI,User_47,2024-02-20 02:02:00,file_access,EU,DE,1390.543609105414,29.93838012565671,4.126655258763408,4356.11953390796,64.06382110860385,5605.385446569424,13.144681318634845,Anomalous,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Red,Synthetic
ISSUE-0445,KEY-0303,Delayed Patching of Known Vulnerabilities,1,Cloud Security Posture,High,Resolved,Reporter 6,Assignee 11,2024-12-17,2023-05-18 00:00:00.000000,73.2030292578045,87.60484044535588,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,3223557.548576124,KPI,User_69,2023-10-22 05:04:00,file_access,UK,USA,1134.338180233667,26.002759861915063,21.238869062007346,7315.8592348225575,39.745389682077885,4902.5983863546035,22.117548568410964,Anomalous,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0093,KEY-0287,Unauthorized Access Leading to Data Exposure,1,Asset Inventory Accuracy,High,Open,Reporter 9,Assignee 5,2024-12-16,2024-08-16 00:00:00.000000,-148.90101246816465,27.517822104345104,Low,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,665602.867789579,KRI,User_45,2023-05-08 15:57:00,data_modification,JP,CN,878.3737095207985,26.659461519184788,13.809507636735328,7287.749225323065,32.947278769124495,6857.247320802119,9.476195377477634,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Green,Synthetic
ISSUE-0950,KEY-0395,Weak Authentication Protocols,1,Management Oversight,High,Closed,Reporter 7,Assignee 9,2023-08-27,2023-09-27 00:00:00.000000,198.8202094698361,68.00476194793256,High,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,613126.7530624586,KPI,User_86,2023-11-04 01:18:00,login,AU,FR,1422.9048183080158,27.193103561718203,15.236016164059768,3699.217521937041,92.89765603940238,4551.810121872066,17.72606121675031,Anomalous,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0959,KEY-0010,Inconsistent Review of Security Policies,1,Vulnerability Remediation,Critical,In Progress,Reporter 6,Assignee 2,2024-04-13,2023-01-23 00:00:00.000000,44.78033546284348,36.3702705318542,Medium,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,958616.2487444133,KPI,User_88,2023-06-12 21:52:00,data_modification,IN,Unknown,1840.117985031524,30.755028927125746,9.106335636777489,1092.2700206761106,58.33908386370126,4683.618417849858,12.058437940638425,Anomalous,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0207,KEY-0707,Delayed Patching of Known Vulnerabilities,1,System Vulnerability,Critical,Resolved,Reporter 7,Assignee 2,2024-06-10,2024-04-18 00:00:00.000000,266.5894116254475,10.557823802314346,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2618908.7991727637,KRI,User_3,2025-01-06 07:03:00,data_modification,CANADA,JP,2177.290173772824,25.7760208267747,10.378842972372365,3989.930032408481,55.4261432043501,6384.23095105354,8.075822330543748,Anomalous,Flag for Review | Lock Account & Alert | Limit Data Transfer,Light Yellow,Synthetic
